100000,10,22,2.32
110000,11,27,2.32
120000,12,32,2.32
145000,9,32,12.8
160000,8,38,5.69
140000,8,44,12.8
155000,5,53,2.32
200000,7,56.1,10.7
210000,9,60,12.8
197000,10,64,8.33
80000,8,70.4,10.7
150000,8,81.6,8.33
,,84,5.69
,,115,8.55
,,125,5.69
,,160,8.55
,,163,8.33
,,165,5.69
,,207,5.69
,,245,8.55
,,326,8.55
,,408,8.33
,,530,4.12
,,620,1.52
,,680,8.87
,,820,2.32
,,860,2.79
,,860,4.06
